Taille_mat;Run_ID;Acc
1000000;90;0.894736842105
1000000;91;0.871794871795
1000000;92;0.918918918919
1000000;93;0.85
1000000;94;0.918918918919
1000000;95;0.894736842105
1000000;96;1.0
1000000;97;1.0
1000000;98;1.0
1000000;99;0.971428571429
10000000;0;0.661375661376
10000000;1;0.62656641604
10000000;2;0.623441396509
10000000;3;0.663129973475
10000000;4;0.657894736842
10000000;5;0.647668393782
10000000;6;0.65963060686
10000000;7;0.65274151436
10000000;8;0.625
10000000;9;0.651041666667
10000000;10;0.65963060686
10000000;11;0.615763546798
10000000;12;0.615763546798
10000000;13;0.623441396509
10000000;14;0.625
10000000;15;0.625
10000000;16;0.65445026178
10000000;17;0.656167979003
10000000;18;0.656167979003
10000000;19;0.62656641604
10000000;20;0.617283950617
10000000;21;0.65274151436
10000000;22;0.65445026178
10000000;23;0.623441396509
10000000;24;0.625
10000000;25;0.62656641604
10000000;26;0.623441396509
10000000;27;0.62656641604
10000000;28;0.62656641604
10000000;29;0.62656641604
10000000;30;0.62656641604
10000000;31;0.65963060686
10000000;32;0.632911392405
10000000;33;0.625
10000000;34;0.611246943765
10000000;35;0.614250614251
10000000;36;0.649350649351
10000000;37;0.65445026178
10000000;38;0.593824228029
10000000;39;0.637755102041
10000000;40;0.65274151436
10000000;41;0.605326876513
10000000;42;0.62656641604
10000000;43;0.628140703518
10000000;44;0.65445026178
10000000;45;0.483558994197
10000000;46;0.634517766497
10000000;47;0.62656641604
10000000;48;0.623441396509
10000000;49;0.628140703518
10000000;50;0.483558994197
10000000;51;0.620347394541
10000000;52;0.62656641604
10000000;53;0.615763546798
10000000;54;0.629722921914
10000000;55;0.62656641604
10000000;56;0.62656641604
10000000;57;0.6038647343
10000000;58;0.628140703518
10000000;59;0.483558994197
10000000;60;0.649350649351
10000000;61;0.625
10000000;62;0.623441396509
10000000;63;0.625
10000000;64;0.618811881188
10000000;65;0.620347394541
10000000;66;0.620347394541
10000000;67;0.641025641026
10000000;68;0.637755102041
10000000;69;0.647668393782
10000000;70;0.614250614251
10000000;71;0.62656641604
10000000;72;0.615763546798
10000000;73;0.628140703518
10000000;74;0.62656641604
10000000;75;0.615763546798
10000000;76;0.637755102041
10000000;77;0.621890547264
10000000;78;0.611246943765
10000000;79;0.641025641026
10000000;80;0.629722921914
10000000;81;0.618811881188
10000000;82;0.620347394541
10000000;83;0.618811881188
10000000;84;0.614250614251
10000000;85;0.615763546798
10000000;86;0.625
10000000;87;0.615763546798
10000000;88;0.636132315522
10000000;89;0.621890547264
10000000;90;0.636132315522
10000000;91;0.615763546798
10000000;92;0.621890547264
10000000;93;0.605326876513
10000000;94;0.589622641509
10000000;95;0.623441396509
10000000;96;0.620347394541
10000000;97;0.599520383693
10000000;98;0.641025641026
10000000;99;0.628140703518
