Taille_mat;Run_ID;Eff
10000000;1;0.078320802005
10000000;2;0.0779301745636
10000000;3;0.0828912466844
10000000;4;0.0822368421053
10000000;5;0.0809585492228
10000000;6;0.0824538258575
10000000;7;0.081592689295
10000000;8;0.078125
10000000;9;0.0813802083333
10000000;10;0.0824538258575
10000000;11;0.0769704433498
10000000;12;0.0769704433498
10000000;13;0.0779301745636
10000000;14;0.078125
10000000;15;0.078125
10000000;16;0.0818062827225
10000000;17;0.0820209973753
10000000;18;0.0820209973753
10000000;19;0.078320802005
10000000;20;0.0771604938272
10000000;21;0.081592689295
10000000;22;0.0818062827225
10000000;23;0.0779301745636
10000000;24;0.078125
10000000;25;0.078320802005
10000000;26;0.0779301745636
10000000;27;0.078320802005
10000000;28;0.078320802005
10000000;29;0.078320802005
10000000;30;0.078320802005
10000000;31;0.0824538258575
10000000;32;0.0791139240506
10000000;33;0.078125
10000000;34;0.0764058679707
10000000;35;0.0767813267813
10000000;36;0.0811688311688
10000000;37;0.0818062827225
10000000;38;0.0742280285036
10000000;39;0.0797193877551
10000000;40;0.081592689295
10000000;41;0.0756658595642
10000000;42;0.078320802005
10000000;43;0.0785175879397
10000000;44;0.0818062827225
10000000;45;0.0604448742747
10000000;46;0.0793147208122
10000000;47;0.078320802005
10000000;48;0.0779301745636
10000000;49;0.0785175879397
10000000;50;0.0604448742747
10000000;51;0.0775434243176
10000000;52;0.078320802005
10000000;53;0.0769704433498
10000000;54;0.0787153652393
10000000;55;0.078320802005
10000000;56;0.078320802005
10000000;57;0.0754830917874
10000000;58;0.0785175879397
10000000;59;0.0604448742747
10000000;60;0.0811688311688
10000000;61;0.078125
10000000;62;0.0779301745636
10000000;63;0.078125
10000000;64;0.0773514851485
10000000;65;0.0775434243176
10000000;66;0.0775434243176
10000000;67;0.0801282051282
10000000;68;0.0797193877551
10000000;69;0.0809585492228
10000000;70;0.0767813267813
10000000;71;0.078320802005
10000000;72;0.0769704433498
10000000;73;0.0785175879397
10000000;74;0.078320802005
10000000;75;0.0769704433498
10000000;76;0.0797193877551
10000000;77;0.077736318408
10000000;78;0.0764058679707
10000000;79;0.0801282051282
10000000;80;0.0787153652393
10000000;81;0.0773514851485
10000000;82;0.0775434243176
10000000;83;0.0773514851485
10000000;84;0.0767813267813
10000000;85;0.0769704433498
10000000;86;0.078125
10000000;87;0.0769704433498
10000000;88;0.0795165394402
10000000;89;0.077736318408
10000000;90;0.0795165394402
10000000;91;0.0769704433498
10000000;92;0.077736318408
10000000;93;0.0756658595642
10000000;94;0.0737028301887
10000000;95;0.0779301745636
10000000;96;0.0775434243176
10000000;97;0.0749400479616
10000000;98;0.0801282051282
10000000;99;0.0785175879397
